Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 5 30, 2024 -- 13: 47: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	mm	N	deg	deg	deg	N	mm	N	deg	deg	deg
-1.8905	-3.8438	-3.6676	 0.3768	-0.3718	-0.1340	 0.8280	 0.0405	-3.9772	 0.0409	-0.0168	-0.0047	 3.5561	 0.0000	 5.8432	 0.0000	 0.0000	 0.0000	 3.5476	-0.0405	 4.8649	-0.0409	 0.0168	 0.0047
-0.0861	-3.9026	-3.5492	 0.3544	-0.0182	-0.1628	 0.8336	 0.0356	-3.9756	 0.0354	-0.0182	 0.0084	 3.6381	 0.0000	 5.9789	 0.0000	 0.0000	 0.0000	 1.8167	-0.0356	 4.8930	-0.0354	 0.0182	-0.0084
 0.2077	-4.1433	-1.3776	 0.3850	-0.0431	-0.2065	 0.8375	 0.0426	-3.9696	 0.0442	-0.0171	 0.0044	 3.7213	 0.0000	 6.1167	 0.0000	 0.0000	 0.0000	 1.5836	-0.0426	 2.8127	-0.0442	 0.0171	-0.0044
-1.2092	-3.8435	-4.5068	 0.4175	-0.2078	-0.1522	 0.8405	 0.0371	-3.9611	 0.0219	-0.0112	 0.0150	 3.8046	 0.0000	 6.2544	 0.0000	 0.0000	 0.0000	 3.0784	-0.0371	 6.0688	-0.0219	 0.0112	-0.0150
-4.5231	-1.3273	 6.6682	 0.3166	-1.0136	-0.0318	 0.8343	 0.0376	-3.9569	 0.0136	-0.0229	 0.0246	 3.8901	 0.0000	 6.3960	 0.0000	 0.0000	 0.0000	 6.4918	-0.0376	-4.9792	-0.0136	 0.0229	-0.0246
-0.3856	-4.2853	-4.5667	 0.4728	-0.1661	-0.1720	 0.8388	 0.0364	-3.9590	 0.0087	-0.0086	 0.0057	 3.9756	 0.0000	 6.5376	 0.0000	 0.0000	 0.0000	 2.4310	-0.0364	 6.4061	-0.0087	 0.0086	-0.0057
-0.5412	-3.9870	-2.5698	 0.3996	-0.1313	-0.1700	 0.8483	 0.0347	-3.9529	 0.0105	-0.0238	 0.0234	 4.0623	 0.0000	 6.6812	 0.0000	 0.0000	 0.0000	 2.6503	-0.0347	 4.5345	-0.0105	 0.0238	-0.0234
-1.1231	-3.9441	-2.5982	 0.4394	-0.1582	-0.1569	 0.8497	 0.0326	-3.9475	 0.0161	-0.0193	 0.0204	 4.1501	 0.0000	 6.8265	 0.0000	 0.0000	 0.0000	 3.3168	-0.0326	 4.6980	-0.0161	 0.0193	-0.0204
-1.0829	-3.2960	-4.4395	 0.3026	-0.2331	-0.1525	 0.8394	 0.0317	-3.9388	 0.0000	-0.0243	 0.0063	 4.2381	 0.0000	 6.9723	 0.0000	 0.0000	 0.0000	 3.3904	-0.0317	 6.6596	-0.0000	 0.0243	-0.0063
-0.5089	-3.3005	-1.5271	 0.3416	-0.1685	-0.1572	 0.8502	 0.0264	-3.9313	-0.0050	-0.0239	 0.0272	 4.3281	 0.0000	 7.1213	 0.0000	 0.0000	 0.0000	 2.8817	-0.0264	 3.8874	 0.0050	 0.0239	-0.0272
-1.3818	-3.7274	-3.4691	 0.3481	-0.2445	-0.1185	 0.8506	 0.0274	-3.9268	-0.0007	-0.0162	 0.0273	 4.4181	 0.0000	 7.2704	 0.0000	 0.0000	 0.0000	 3.8386	-0.0274	 5.9606	 0.0007	 0.0162	-0.0273
-1.2016	-4.0230	-4.5629	 0.4013	-0.2240	-0.1392	 0.8562	 0.0220	-3.9263	-0.0045	-0.0191	 0.0309	 4.5096	 0.0000	 7.4220	 0.0000	 0.0000	 0.0000	 3.7443	-0.0220	 7.2218	 0.0045	 0.0191	-0.0309
-0.7523	-3.7490	-2.6835	 0.3417	-0.2089	-0.1625	 0.8522	 0.0228	-3.9088	 0.0174	-0.0204	 0.0277	 4.6018	 0.0000	 7.5748	 0.0000	 0.0000	 0.0000	 3.3883	-0.0228	 5.4359	-0.0174	 0.0204	-0.0277
-0.9487	-3.6694	-4.7192	 0.3747	-0.2305	-0.1647	 0.8520	 0.0234	-3.9056	 0.0160	-0.0253	 0.0250	 4.6946	 0.0000	 7.7284	 0.0000	 0.0000	 0.0000	 3.6770	-0.0234	 7.6110	-0.0160	 0.0253	-0.0250
-0.3481	-4.7345	-4.7772	 0.5318	-0.0699	-0.1227	 0.8557	 0.0247	-3.9064	-0.0217	-0.0154	 0.0173	 4.7891	 0.0000	 7.8850	 0.0000	 0.0000	 0.0000	 3.1589	-0.0247	 7.8178	 0.0217	 0.0154	-0.0173
 0.0591	-4.0710	-5.4524	 0.4033	-0.0523	-0.1847	 0.8539	 0.0224	-3.9060	 0.0077	-0.0254	 0.0187	 4.8836	 0.0000	 8.0415	 0.0000	 0.0000	 0.0000	 2.8559	-0.0224	 8.6603	-0.0077	 0.0254	-0.0187
 0.0831	-4.1190	-5.5290	 0.4723	-0.0630	-0.1663	 0.8694	 0.0300	-3.8965	-0.0467	-0.0123	 0.0070	 4.9798	 0.0000	 8.2010	 0.0000	 0.0000	 0.0000	 2.8721	-0.0300	 8.8216	 0.0467	 0.0123	-0.0070
-1.2631	-4.3846	-2.4381	 0.4541	-0.1700	-0.1637	 0.8615	 0.0230	-3.8860	-0.0002	-0.0205	 0.0178	 5.0765	 0.0000	 8.3613	 0.0000	 0.0000	 0.0000	 4.3412	-0.0230	 5.8905	 0.0002	 0.0205	-0.0178
-0.2193	-3.5343	-4.3291	 0.3607	-0.0889	-0.1501	 0.8640	 0.0282	-3.8773	-0.0272	-0.0147	 0.0143	 5.1740	 0.0000	 8.5228	 0.0000	 0.0000	 0.0000	 3.3757	-0.0282	 7.8888	 0.0272	 0.0147	-0.0143
 0.0732	-3.9974	-4.3982	 0.3800	-0.0221	-0.1632	 0.8650	 0.0350	-3.8641	-0.0243	-0.0194	 0.0105	 5.2730	 0.0000	 8.6869	 0.0000	 0.0000	 0.0000	 3.1643	-0.0350	 8.0490	 0.0243	 0.0194	-0.0105
-1.1857	-3.3299	-3.3238	 0.2639	-0.1980	-0.1450	 0.8744	 0.0372	-3.8662	-0.0429	-0.0108	 0.0002	 5.3720	 0.0000	 8.8509	 0.0000	 0.0000	 0.0000	 4.4953	-0.0372	 7.1305	 0.0429	 0.0108	-0.0002
-0.9911	-4.0268	-5.4797	 0.3756	-0.1755	-0.1701	 0.8653	 0.0403	-3.8574	-0.0480	-0.0247	 0.0121	 5.4729	 0.0000	 9.0182	 0.0000	 0.0000	 0.0000	 4.4174	-0.0403	 9.4145	 0.0480	 0.0247	-0.0121
-0.2560	-3.1659	-3.6132	 0.2986	-0.1293	-0.1495	 0.8727	 0.0467	-3.8575	-0.0438	-0.0277	 0.0165	 5.5741	 0.0000	 9.1860	 0.0000	 0.0000	 0.0000	 3.7546	-0.0467	 7.6887	 0.0438	 0.0277	-0.0165
-0.6006	-3.4125	-3.4986	 0.3739	-0.2167	-0.1388	 0.8756	 0.0407	-3.8413	-0.0648	-0.0250	 0.0144	 5.6763	 0.0000	 9.3554	 0.0000	 0.0000	 0.0000	 4.1954	-0.0407	 7.7052	 0.0648	 0.0250	-0.0144
-0.9822	-3.3767	-1.4451	 0.3508	-0.2227	-0.1548	 0.8861	 0.0318	-3.8323	-0.0427	-0.0316	 0.0042	 5.7798	 0.0000	 9.5268	 0.0000	 0.0000	 0.0000	 4.6654	-0.0318	 5.8213	 0.0427	 0.0316	-0.0042
-1.3209	-3.6516	-3.5251	 0.3439	-0.2832	-0.1258	 0.8741	 0.0356	-3.8337	-0.0622	-0.0166	 0.0042	 5.8832	 0.0000	 9.6983	 0.0000	 0.0000	 0.0000	 5.1304	-0.0356	 8.0682	 0.0622	 0.0166	-0.0042
-1.1762	-3.5553	-5.5043	 0.3706	-0.2828	-0.1514	 0.8712	 0.0413	-3.8253	-0.0426	-0.0193	 0.0078	 5.9889	 0.0000	 9.8735	 0.0000	 0.0000	 0.0000	 5.0860	-0.0413	10.1743	 0.0426	 0.0193	-0.0078
-1.6835	-3.7369	-2.5668	 0.4549	-0.3095	-0.1561	 0.8749	 0.0415	-3.8105	-0.0644	-0.0294	 0.0041	 6.0945	 0.0000	10.0486	 0.0000	 0.0000	 0.0000	 5.6844	-0.0415	 7.3520	 0.0644	 0.0294	-0.0041
-1.4374	-3.4894	-1.5174	 0.3575	-0.3135	-0.1323	 0.8697	 0.0441	-3.7982	-0.0284	-0.0268	-0.0082	 6.2014	 0.0000	10.2259	 0.0000	 0.0000	 0.0000	 5.5500	-0.0441	 6.4313	 0.0284	 0.0268	 0.0082
-3.0780	-1.8959	 3.8306	 0.3197	-0.7488	-0.0661	 0.8801	 0.0422	-3.7981	-0.0569	-0.0266	-0.0048	 6.3093	 0.0000	10.4047	 0.0000	 0.0000	 0.0000	 7.2737	-0.0422	 1.2609	 0.0569	 0.0266	 0.0048
-0.4719	-4.8368	-4.6001	 0.5572	-0.1384	-0.1762	 0.8813	 0.0417	-3.7918	-0.0790	-0.0209	-0.0081	 6.4174	 0.0000	10.5840	 0.0000	 0.0000	 0.0000	 4.7696	-0.0417	 9.8469	 0.0790	 0.0209	 0.0081
-0.7632	-3.9299	-3.4408	 0.4822	-0.1923	-0.1459	 0.8784	 0.0384	-3.7849	-0.0212	-0.0365	 0.0120	 6.5275	 0.0000	10.7666	 0.0000	 0.0000	 0.0000	 5.1810	-0.0384	 8.8671	 0.0212	 0.0365	-0.0120
-1.1275	-3.4657	-3.3185	 0.3772	-0.2077	-0.1550	 0.8831	 0.0326	-3.7703	-0.0372	-0.0281	 0.0099	 6.6376	 0.0000	10.9492	 0.0000	 0.0000	 0.0000	 5.6434	-0.0326	 8.8931	 0.0372	 0.0281	-0.0099
-0.4166	-4.0182	-5.5650	 0.4343	-0.0824	-0.1438	 0.8917	 0.0385	-3.7583	-0.0503	-0.0227	 0.0008	 6.7492	 0.0000	11.1342	 0.0000	 0.0000	 0.0000	 5.0066	-0.0385	11.2512	 0.0503	 0.0227	-0.0008
-2.0597	-3.4086	-2.4542	 0.4131	-0.3854	-0.0864	 0.8972	 0.0391	-3.7597	-0.0663	-0.0368	 0.0154	 6.8615	 0.0000	11.3205	 0.0000	 0.0000	 0.0000	 6.7483	-0.0391	 8.3243	 0.0663	 0.0368	-0.0154
-0.0832	-4.2829	-5.2912	 0.4466	-0.0441	-0.1679	 0.8980	 0.0305	-3.7417	 0.0011	-0.0427	 0.0271	 6.9743	 0.0000	11.5076	 0.0000	 0.0000	 0.0000	 4.8866	-0.0305	11.3249	-0.0011	 0.0427	-0.0271
-0.2403	-3.6452	-3.4046	 0.3687	-0.1076	-0.1599	 0.8953	 0.0327	-3.7419	-0.0125	-0.0350	 0.0128	 7.0888	 0.0000	11.6975	 0.0000	 0.0000	 0.0000	 5.1624	-0.0327	 9.6191	 0.0125	 0.0350	-0.0128
-0.4156	-3.8777	-2.4995	 0.3700	-0.1152	-0.1704	 0.8945	 0.0343	-3.7276	-0.0178	-0.0412	 0.0223	 7.2033	 0.0000	11.8874	 0.0000	 0.0000	 0.0000	 5.4443	-0.0343	 8.8445	 0.0178	 0.0412	-0.0223
-1.3196	-3.6163	-3.4215	 0.3551	-0.2690	-0.1605	 0.9071	 0.0284	-3.7092	-0.0440	-0.0391	 0.0265	 7.3196	 0.0000	12.0803	 0.0000	 0.0000	 0.0000	 6.4303	-0.0284	 9.9053	 0.0440	 0.0391	-0.0265
-1.5708	-3.1065	-1.1874	 0.3235	-0.2876	-0.1646	 0.8973	 0.0172	-3.7110	-0.0110	-0.0329	 0.0231	 7.4363	 0.0000	12.2739	 0.0000	 0.0000	 0.0000	 6.8418	-0.0172	 7.9257	 0.0110	 0.0329	-0.0231
-0.3362	-3.1524	-3.6307	 0.2968	-0.1519	-0.1709	 0.9104	 0.0234	-3.7073	-0.0024	-0.0385	 0.0368	 7.5538	 0.0000	12.4687	 0.0000	 0.0000	 0.0000	 5.6780	-0.0234	10.5203	 0.0024	 0.0385	-0.0368
-0.6423	-4.1415	-3.9536	 0.4065	-0.1194	-0.1705	 0.9100	 0.0232	-3.6905	-0.0136	-0.0265	 0.0301	 7.6727	 0.0000	12.6660	 0.0000	 0.0000	 0.0000	 6.0939	-0.0232	10.9774	 0.0136	 0.0265	-0.0301
-1.1959	-3.3598	-2.4579	 0.3654	-0.2886	-0.1500	 0.9095	 0.0248	-3.6774	-0.0006	-0.0333	 0.0294	 7.7916	 0.0000	12.8633	 0.0000	 0.0000	 0.0000	 6.7600	-0.0248	 9.6244	 0.0006	 0.0333	-0.0294
 0.2192	-4.1619	-6.6553	 0.4304	 0.0032	-0.1632	 0.9038	 0.0254	-3.6613	 0.0147	-0.0373	 0.0237	 7.9125	 0.0000	13.0638	 0.0000	 0.0000	 0.0000	 5.4730	-0.0254	13.9621	-0.0147	 0.0373	-0.0237
-1.3223	-3.8205	-3.6406	 0.4192	-0.2873	-0.1589	 0.9066	 0.0261	-3.6569	 0.0237	-0.0340	 0.0464	 8.0336	 0.0000	13.2648	 0.0000	 0.0000	 0.0000	 7.1211	-0.0261	11.1313	-0.0237	 0.0340	-0.0464
-1.2070	-3.6997	-4.5765	 0.3862	-0.1832	-0.1545	 0.9092	 0.0282	-3.6425	 0.0090	-0.0279	 0.0336	 8.1557	 0.0000	13.4674	 0.0000	 0.0000	 0.0000	 7.1103	-0.0282	12.2022	-0.0090	 0.0279	-0.0336
-0.1867	-3.8131	-3.5320	 0.4185	-0.1671	-0.1614	 0.9108	 0.0311	-3.6362	 0.0521	-0.0331	 0.0235	 8.2790	 0.0000	13.6720	 0.0000	 0.0000	 0.0000	 6.2036	-0.0311	11.3287	-0.0521	 0.0331	-0.0235
-0.5476	-3.6140	-4.8627	 0.3486	-0.1830	-0.1549	 0.9113	 0.0304	-3.6260	 0.0257	-0.0334	 0.0426	 8.4023	 0.0000	13.8766	 0.0000	 0.0000	 0.0000	 6.6798	-0.0304	12.8261	-0.0257	 0.0334	-0.0426
-0.6614	-3.8116	-4.8987	 0.3564	-0.0643	-0.1783	 0.9068	 0.0345	-3.6190	 0.0160	-0.0189	 0.0297	 8.5278	 0.0000	14.0848	 0.0000	 0.0000	 0.0000	 6.9196	-0.0345	13.0278	-0.0160	 0.0189	-0.0297
-1.5045	-3.5686	-3.7075	 0.3746	-0.3504	-0.1323	 0.9157	 0.0362	-3.6059	 0.0445	-0.0289	 0.0224	 8.6533	 0.0000	14.2931	 0.0000	 0.0000	 0.0000	 7.8575	-0.0362	11.9835	-0.0445	 0.0289	-0.0224
-0.7536	-3.7170	-3.5460	 0.3774	-0.1327	-0.1610	 0.9144	 0.0363	-3.5888	 0.0255	-0.0338	 0.0219	 8.7800	 0.0000	14.5034	 0.0000	 0.0000	 0.0000	 7.2285	-0.0363	11.9619	-0.0255	 0.0338	-0.0219
-1.5689	-3.4446	-2.3720	 0.3661	-0.3129	-0.1444	 0.9316	 0.0481	-3.5761	 0.0323	-0.0367	 0.0288	 8.9077	 0.0000	14.7152	 0.0000	 0.0000	 0.0000	 8.0982	-0.0481	10.8926	-0.0323	 0.0367	-0.0288
-0.8081	-3.2211	-6.4531	 0.3221	-0.1391	-0.1445	 0.9217	 0.0482	-3.5593	 0.0329	-0.0388	 0.0331	 9.0356	 0.0000	14.9276	 0.0000	 0.0000	 0.0000	 7.4834	-0.0482	15.1240	-0.0329	 0.0388	-0.0331
-0.3047	-3.3407	-6.5175	 0.3722	-0.0796	-0.1773	 0.9213	 0.0363	-3.5612	 0.0242	-0.0263	 0.0253	 9.1655	 0.0000	15.1431	 0.0000	 0.0000	 0.0000	 7.1292	-0.0363	15.4610	-0.0242	 0.0263	-0.0253
-0.7422	-4.3546	-3.3009	 0.4899	-0.2269	-0.1871	 0.9252	 0.0419	-3.5417	 0.0089	-0.0217	 0.0071	 9.2953	 0.0000	15.3586	 0.0000	 0.0000	 0.0000	 7.6676	-0.0419	12.3524	-0.0089	 0.0217	-0.0071
-0.3676	-3.8991	-6.4435	 0.4275	-0.1243	-0.1667	 0.9338	 0.0477	-3.5261	 0.0302	-0.0325	 0.0154	 9.4266	 0.0000	15.5765	 0.0000	 0.0000	 0.0000	 7.3838	-0.0477	15.6233	-0.0302	 0.0325	-0.0154
 0.2380	-4.5036	-9.6678	 0.3871	 0.0432	-0.1983	 0.9309	 0.0413	-3.5119	 0.0000	-0.0290	 0.0170	 9.5586	 0.0000	15.7956	 0.0000	 0.0000	 0.0000	 6.9196	-0.0413	19.0339	-0.0000	 0.0290	-0.0170
-0.9187	-3.3446	-4.4898	 0.3349	-0.2156	-0.2029	 0.9449	 0.0437	-3.5073	 0.0114	-0.0297	 0.0094	 9.6912	 0.0000	16.0156	 0.0000	 0.0000	 0.0000	 8.1645	-0.0437	14.0398	-0.0114	 0.0297	-0.0094
 0.0513	-4.6324	-4.4932	 0.4954	-0.0425	-0.1615	 0.9455	 0.0477	-3.4982	 0.0224	-0.0236	 0.0168	 9.8254	 0.0000	16.2384	 0.0000	 0.0000	 0.0000	 7.3130	-0.0477	14.2143	-0.0224	 0.0236	-0.0168
-0.9199	-4.6959	-3.5061	 0.4702	-0.1678	-0.1639	 0.9473	 0.0388	-3.4757	 0.0170	-0.0217	 0.0191	 9.9595	 0.0000	16.4611	 0.0000	 0.0000	 0.0000	 8.4139	-0.0388	13.3938	-0.0170	 0.0217	-0.0191
-0.4192	-4.2983	-5.5396	 0.4918	-0.1380	-0.1767	 0.9476	 0.0352	-3.4573	 0.0265	-0.0228	 0.0113	10.0954	 0.0000	16.6867	 0.0000	 0.0000	 0.0000	 8.0448	-0.0352	15.5921	-0.0265	 0.0228	-0.0113
-0.9162	-3.9491	-2.7248	 0.4416	-0.2468	-0.1657	 0.9491	 0.0362	-3.4443	 0.0081	-0.0207	 0.0298	10.2318	 0.0000	16.9130	 0.0000	 0.0000	 0.0000	 8.6616	-0.0362	12.9437	-0.0081	 0.0207	-0.0298
-1.1329	-3.1377	-0.5535	 0.3083	-0.2519	-0.1491	 0.9559	 0.0382	-3.4377	 0.0150	-0.0207	 0.0138	10.3689	 0.0000	17.1406	 0.0000	 0.0000	 0.0000	 8.9913	-0.0382	10.9594	-0.0150	 0.0207	-0.0138
-0.7418	-3.5898	-4.5947	 0.3930	-0.1632	-0.1503	 0.9751	 0.0282	-3.4236	-0.0251	-0.0153	 0.0158	10.5074	 0.0000	17.3705	 0.0000	 0.0000	 0.0000	 8.6903	-0.0282	15.1978	 0.0251	 0.0153	-0.0158
-0.9359	-3.3013	-3.4847	 0.3716	-0.2296	-0.1745	 0.9706	 0.0336	-3.4039	 0.0021	-0.0213	 0.0127	10.6459	 0.0000	17.6005	 0.0000	 0.0000	 0.0000	 9.0169	-0.0336	14.2165	-0.0021	 0.0213	-0.0127
-0.7592	-3.5680	-1.4737	 0.3623	-0.1517	-0.1494	 0.9873	 0.0262	-3.3955	 0.0040	-0.0137	 0.0250	10.7863	 0.0000	17.8337	 0.0000	 0.0000	 0.0000	 8.9365	-0.0262	12.4277	-0.0040	 0.0137	-0.0250
-0.9036	-3.5910	-3.4629	 0.3756	-0.2128	-0.1410	 0.9815	 0.0207	-3.3852	-0.0499	-0.0182	 0.0170	10.9270	 0.0000	18.0672	 0.0000	 0.0000	 0.0000	 9.2428	-0.0207	14.6246	 0.0499	 0.0182	-0.0170
-0.8310	-3.6917	-1.5719	 0.4373	-0.2281	-0.1385	 0.9842	 0.0269	-3.3699	-0.0354	-0.0174	 0.0229	11.0686	 0.0000	18.3023	 0.0000	 0.0000	 0.0000	 9.2835	-0.0269	12.8770	 0.0354	 0.0174	-0.0229
-0.7067	-4.1743	-2.4984	 0.4963	-0.1602	-0.1528	 0.9987	 0.0246	-3.3496	-0.0406	-0.0210	 0.0331	11.2114	 0.0000	18.5394	 0.0000	 0.0000	 0.0000	 9.2503	-0.0246	13.9540	 0.0406	 0.0210	-0.0331
-0.5897	-3.9090	-2.7526	 0.3768	-0.0952	-0.1634	 1.0078	 0.0198	-3.3344	-0.0407	-0.0075	 0.0081	11.3542	 0.0000	18.7766	 0.0000	 0.0000	 0.0000	 9.2487	-0.0198	14.3936	 0.0407	 0.0075	-0.0081
-0.9115	-3.8426	-1.5499	 0.4599	-0.1702	-0.1500	 1.0044	 0.0256	-3.3224	-0.0408	-0.0188	 0.0241	11.4992	 0.0000	19.0173	 0.0000	 0.0000	 0.0000	 9.7083	-0.0256	13.3558	 0.0408	 0.0188	-0.0241
-0.5769	-3.4470	-3.5938	 0.3391	-0.1338	-0.1597	 1.0036	 0.0192	-3.3106	-0.0258	-0.0070	 0.0067	11.6441	 0.0000	19.2579	 0.0000	 0.0000	 0.0000	 9.5243	-0.0192	15.6199	 0.0258	 0.0070	-0.0067
-0.6005	-3.6275	-2.4971	 0.3554	-0.1247	-0.1511	 1.0158	 0.0225	-3.2986	-0.0405	-0.0184	 0.0142	11.7903	 0.0000	19.5007	 0.0000	 0.0000	 0.0000	 9.6464	-0.0225	14.6873	 0.0405	 0.0184	-0.0142
-1.1584	-3.3451	-1.4916	 0.3936	-0.3398	-0.1355	 1.0174	 0.0222	-3.2735	-0.0387	-0.0198	 0.0076	11.9373	 0.0000	19.7449	 0.0000	 0.0000	 0.0000	10.3285	-0.0222	13.8108	 0.0387	 0.0198	-0.0076
-1.3457	-3.7647	-3.6019	 0.3374	-0.2295	-0.1744	 1.0280	 0.0285	-3.2593	-0.0495	-0.0110	 0.0215	12.0847	 0.0000	19.9896	 0.0000	 0.0000	 0.0000	10.5887	-0.0285	16.0500	 0.0495	 0.0110	-0.0215
-0.4369	-3.5708	-5.6041	 0.3440	-0.1570	-0.1518	 1.0217	 0.0280	-3.2447	-0.0275	-0.0147	 0.0192	12.2339	 0.0000	20.2374	 0.0000	 0.0000	 0.0000	 9.8308	-0.0280	18.2338	 0.0275	 0.0147	-0.0192
-1.0048	-3.6770	-3.4318	 0.4560	-0.1991	-0.1547	 1.0320	 0.0217	-3.2293	-0.0409	-0.0101	 0.0096	12.3831	 0.0000	20.4851	 0.0000	 0.0000	 0.0000	10.4782	-0.0217	16.2214	 0.0409	 0.0101	-0.0096
-2.2255	-2.7989	 2.8472	 0.3841	-0.4823	-0.0852	 1.0305	 0.0271	-3.2181	-0.0416	-0.0084	 0.0081	12.5337	 0.0000	20.7353	 0.0000	 0.0000	 0.0000	11.8181	-0.0271	10.0993	 0.0416	 0.0084	-0.0081
-1.1915	-3.4851	-6.4066	 0.3125	-0.2635	-0.1686	 1.0333	 0.0314	-3.1903	-0.0290	-0.0063	-0.0010	12.6850	 0.0000	20.9867	 0.0000	 0.0000	 0.0000	10.8262	-0.0314	19.3834	 0.0290	 0.0063	 0.0010
-0.7262	-3.3951	-3.3601	 0.4011	-0.2681	-0.1168	 1.0330	 0.0336	-3.1790	-0.0297	-0.0097	 0.0051	12.8369	 0.0000	21.2388	 0.0000	 0.0000	 0.0000	10.4691	-0.0336	16.4952	 0.0297	 0.0097	-0.0051
 0.0567	-4.1577	-4.6596	 0.3956	-0.0140	-0.1833	 1.0390	 0.0282	-3.1606	-0.0426	-0.0101	 0.0110	12.9903	 0.0000	21.4937	 0.0000	 0.0000	 0.0000	 9.7347	-0.0282	17.9038	 0.0426	 0.0101	-0.0110
-1.0485	-3.4855	-3.6067	 0.3225	-0.2636	-0.1465	 1.0509	 0.0338	-3.1500	-0.0567	-0.0041	 0.0008	13.1438	 0.0000	21.7485	 0.0000	 0.0000	 0.0000	10.8516	-0.0338	16.9344	 0.0567	 0.0041	-0.0008
-1.3888	-3.4209	-1.5765	 0.3598	-0.2874	-0.1330	 1.0524	 0.0362	-3.1317	-0.0508	-0.0060	 0.0034	13.2989	 0.0000	22.0062	 0.0000	 0.0000	 0.0000	11.2358	-0.0362	14.9770	 0.0508	 0.0060	-0.0034
-1.8105	-4.1850	-2.6828	 0.4524	-0.3392	-0.1736	 1.0524	 0.0418	-3.1112	-0.0418	-0.0017	 0.0073	13.4544	 0.0000	22.2646	 0.0000	 0.0000	 0.0000	11.6836	-0.0418	16.1178	 0.0418	 0.0017	-0.0073
-0.0993	-4.5802	-6.4347	 0.4609	-0.0181	-0.1957	 1.0613	 0.0327	-3.0910	 0.0036	-0.0097	 0.0121	13.6107	 0.0000	22.5242	 0.0000	 0.0000	 0.0000	 9.9297	-0.0327	19.9060	-0.0036	 0.0097	-0.0121
-0.2472	-3.8611	-5.4474	 0.4066	-0.0911	-0.1744	 1.0636	 0.0298	-3.0868	-0.0299	-0.0047	-0.0012	13.7684	 0.0000	22.7861	 0.0000	 0.0000	 0.0000	10.2014	-0.0298	19.1374	 0.0299	 0.0047	 0.0012
-0.9480	-3.2326	-4.5026	 0.3094	-0.2440	-0.1430	 1.0663	 0.0454	-3.0638	-0.0128	-0.0141	 0.0029	13.9261	 0.0000	23.0480	 0.0000	 0.0000	 0.0000	10.8403	-0.0454	18.1016	 0.0128	 0.0141	-0.0029
-0.9326	-3.4288	-5.6659	 0.3534	-0.1446	-0.1613	 1.0607	 0.0315	-3.0425	-0.0153	-0.0147	 0.0017	14.0856	 0.0000	23.3131	 0.0000	 0.0000	 0.0000	10.9062	-0.0315	19.3875	 0.0153	 0.0147	-0.0017
-0.4990	-3.1700	-3.5768	 0.3594	-0.1678	-0.1475	 1.0770	 0.0435	-3.0262	-0.0140	-0.0081	 0.0130	14.2454	 0.0000	23.5785	 0.0000	 0.0000	 0.0000	10.2911	-0.0435	17.1695	 0.0140	 0.0081	-0.0130
-0.6947	-3.9623	-2.4528	 0.4218	-0.2103	-0.1367	 1.0726	 0.0325	-3.0138	 0.0037	-0.0015	 0.0103	14.4061	 0.0000	23.8455	 0.0000	 0.0000	 0.0000	10.6034	-0.0325	16.2404	-0.0037	 0.0015	-0.0103
-0.6900	-3.6317	-4.5885	 0.3699	-0.1568	-0.1628	 1.0772	 0.0352	-2.9971	 0.0020	-0.0074	 0.0054	14.5680	 0.0000	24.1144	 0.0000	 0.0000	 0.0000	10.5552	-0.0352	18.3678	-0.0020	 0.0074	-0.0054
-0.8635	-3.1672	-2.4807	 0.3471	-0.1837	-0.1522	 1.0800	 0.0360	-2.9820	 0.0013	-0.0125	 0.0153	14.7299	 0.0000	24.3833	 0.0000	 0.0000	 0.0000	10.7087	-0.0360	16.2861	-0.0013	 0.0125	-0.0153
-0.0383	-3.7553	-3.4921	 0.4030	-0.1234	-0.1449	 1.0814	 0.0336	-2.9556	 0.0315	-0.0071	 0.0194	14.8938	 0.0000	24.6557	 0.0000	 0.0000	 0.0000	 9.7524	-0.0336	17.1747	-0.0315	 0.0071	-0.0194
-0.8634	-4.1470	-3.7384	 0.3619	-0.1354	-0.1764	 1.0839	 0.0301	-2.9436	 0.0287	-0.0017	 0.0277	15.0578	 0.0000	24.9281	 0.0000	 0.0000	 0.0000	10.5814	-0.0301	17.5001	-0.0287	 0.0017	-0.0277
 0.5673	-4.8013	-7.6724	 0.4504	 0.1555	-0.2116	 1.0910	 0.0332	-2.9260	 0.0607	-0.0066	 0.0181	15.2229	 0.0000	25.2024	 0.0000	 0.0000	 0.0000	 9.0120	-0.0332	21.3335	-0.0607	 0.0066	-0.0181
-1.0789	-4.0663	-4.4070	 0.4082	-0.2129	-0.1483	 1.0969	 0.0269	-2.9148	 0.0460	-0.0055	 0.0277	15.3889	 0.0000	25.4783	 0.0000	 0.0000	 0.0000	10.6181	-0.0269	18.1226	-0.0460	 0.0055	-0.0277
